Entity,Superclass(es),http://purl.org/ozo/onz-g#definitionSource,http://purl.org/ozo/onz-g#editorNote,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2004/02/skos/core#closeMatch,http://www.w3.org/2004/02/skos/core#definition,http://www.w3.org/2004/02/skos/core#exactMatch,
http://purl.org/ozo/onz-g#DeviceSystem,http://purl.org/ozo/onz-g#VariableCollection,,,,"'TechnischSysteem'",,"'Editorial: DeviceSystem is a VariableCollection that consists of a collection of Devices that are interconnected or work together to bring about some result or assist with some task.'",,
http://purl.org/ozo/onz-g#DiagnosisInvestigativeEvent,http://purl.org/ozo/onz-g#AssessingEvent,,,"'Note that DiagnosisInvestigativeEvent is NOT a subclass of SocialInteraction since instances of DiagnosisInvestigativeEvent do not necessarily involve direct interaction with another Person but may involve investigating only ContentBearingObjects such as ECG's, test reports, etc.

Also note that DiagnosisInvestigativeEvent is NOT a subclass of TherapeuticIntervention since instances of the latter concern all therapeutic actions carried out to stabilize or alleviate some DiseaseOrSyndrome. DiagnosisInvestigativeEvents do not stabilize or alleviate some DiseaseOrSyndrom but are carried out to gather information whether or not some DiseaseOrSyndrom inheres in some Person.'","'DiagnostiseerGebeurtenis'",,"'DiagnosisInvestigativeEvent is an InvestigationEvent where some Person with the authority and credentials to do so investigates another Person and/or ContentBearingObjects associated to that Person in order to discern what DiseaseOrSyndrome inheres in this Person.'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#DiagnosticProcess'	'http://purl.bioontology.org/ontology/SNOMEDCT/103693007'",
http://purl.org/ozo/onz-g#DiameterQuality,http://purl.org/ozo/onz-g#LengthQuality,,,,"'DiameterEigenschap'",,"'Editorial: DiameterQuality is a LengthQuality that characterizes the linear extent in space of some circular-shaped PhysicalObject.'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#Diameter'	'http://purl.bioontology.org/ontology/SNOMEDCT/81827009'",
http://purl.org/ozo/onz-g#DietFoodArtifact,http://purl.org/ozo/onz-g#PreparedFoodArtifact,,,,"'DieetVoedingsArtefact'","'http://purl.bioontology.org/ontology/SNOMEDCT/819013000'","'Editorial: DietFoodArtifact is a PreparedFoodArtifact that is intended to be ingested by some Human in the context of preventing, alleviating or reducing the progression of some disease or syndrome.'",,
http://purl.org/ozo/onz-g#Dietician,http://purl.org/ozo/onz-g#HealthcareProfessionRole,,,,"'Voedingsdeskundige'	'Dietist'",,"'Editorial: Dietician is the HealthcareProfessionRole of a Human who assesses, diagnoses, and treats nutritional problems in Humans.'","'http://purl.bioontology.org/ontology/SNOMEDCT/159033005'",
http://purl.org/ozo/onz-g#Diploma,http://purl.org/ozo/onz-g#Certificate,,,,"'Diploma'",,"'Wikipedia: Diploma is a Certificate issued by an educational institution, such as college or university, that testifies that the recipient has successfully completed a particular course of study.'",,
http://purl.org/ozo/onz-g#Disability,http://purl.org/ozo/onz-g#DiseaseOrSyndrome,,,,,,,,
http://purl.org/ozo/onz-g#DisabilityAssistiveDevice,http://purl.org/ozo/onz-g#Device,,,"'Note that e.g. Wheelchair and MobilityScooter are subclasses of onz-g:Vehicle as these Devices do not assist but replace human physical movement.'","'ConcreetHulpmiddelBijFysiekeBeperking'",,"'Editorial: DisabilityAssistiveDevice is a Device that is designed to assist a Person with a functional disability and/or helps the Person taking care of this Person with carrying out activities of daily living such as personal care, eating, drinking and toiletting.'",,
http://purl.org/ozo/onz-g#DiseaseOrSyndrome,http://purl.org/ozo/onz-g#BiologicalQuality,,,"'Note that specific types of diseases and conditions such as 'malaria', 'HIV', 'Marburg disease', 'SARS', etcetera are NOT subclasses of DiseaseOrSyndrome but instances of this class! This class can be further extended for different diseases (e.g. bacterial/viral), disabilities, and syndromes.

Alternatively, one may opt to reuse the Disease Ontology (https://disease-ontology.org/). This ontology also contains cross-references to e.g. SNOMED for interoperability. The top node of the Disease Ontology aligns with onz-g:DiseaseOrSyndrome.

The Disease Ontology is available as open source here: https://github.com/DiseaseOntology/HumanDiseaseOntology/tree/main/src/ontology'	'The condition called 'decubitus' in Dutch is added as an Individual and denotes the condition of having one or multiple pressure sores. For the actual lesions that have some classification of severity and some location on the human body, we refer to onz-g:PressureUlcer.'","'ZiekteOfSyndroom'",,"'DiseaseOrSyndrome is a BiologicalQuality which (sumo) 'qualifies something that alters or interferes with a normal process, state or activity of an Organism. It is usually characterized by the abnormal functioning of one or more of that Organisms systems, parts, or organs.''","'http://purl.obolibrary.org/obo/DOID_4'	'http://www.ontologyportal.org/translations/SUMO.owl.txt#DiseaseOrSyndrome'	'http://purl.bioontology.org/ontology/SNOMEDCT/64572001'",
http://purl.org/ozo/onz-g#Document,http://purl.org/ozo/onz-g#ContentBearingObject,,,"'Note that instances of Document can be physical or electronical objects.'","'FysiekDocument'",,"'Editorial: Document is a ContentBearingObject that carries some textual  InformationObject of a relatively small size.'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#Document'",
http://purl.org/ozo/onz-g#DocumentOfMedicalReferral,http://purl.org/ozo/onz-g#Certificate,,,,"'Verwijsbrief'",,"'Editorial: DocumentOfMedicalReferral is a physical or digital Document that describes the officiel request from one CareGiver to another CareGiver to take over the care for some Person and usually includes a description of the medical situation of this Person.'	'Editorial: Verwijsbrief is een fysiek of digitaal Document waarin een Zorgverlener een officieel verzoek doet aan een andere Zorgverlener om de zorg en/of behandeling van een Persoon over te nemen. Verwijsbrief bevat doorgaans ook een beschrijving van de medische situatie van een Persoon.'",,
http://purl.org/ozo/onz-g#EducationClassificationSystem,http://purl.org/ozo/onz-g#ClassificationSystem,,,,"'OpleidingsClassificatieSysteem'",,"'Editorial: Instances of EducationClassificationSystem are descriptive structures that provide some shared organization and definition of the educational levels that exist in some domain.'",,
http://purl.org/ozo/onz-g#EducationPlan,http://purl.org/ozo/onz-g#SocialInformationObject,,,,"'OpleidingsPlan'",,"'Editorial: Opleidingsplan is een Plan waarbij een Organisatie inventariseert en beschrijft wanneer en welke opleidingen en cursussen worden aangeboden aan leden van de Organisatie met als doel het kennisniveau van de Organisatie op peil te houden of verder uit te breiden.'	'Editorial: EducationPlan is a SocialInformationObject where some Organization states what professional courses and training will be offered  to Employees in order to maintain or improve the educational level and profiency of the Organization'",,
http://purl.org/ozo/onz-g#EducationalLevelQuality,http://purl.org/ozo/onz-g#QualificationLevelQuality,,,,"'OpleidingsNiveauEigenschap'",,"'EducationalLevelQuality characterizes the level of education/professional training received by some Human.'","'http://purl.bioontology.org/ontology/SNOMEDCT/105421008'",
http://purl.org/ozo/onz-g#EducationalLevelValue,http://purl.org/ozo/onz-g#QualificationLevelValue,,,"'Educational Level values are usually assigned via some shared classification system. Note however that the ontology does not make a commitment on this point; the model is open to all values that refer to some EducationalLevelValue.'","'OpleidingsniveauWaarde'",,"'Editorial: Instances of EducationalLevelValue express values for the level of education of some CognitiveAgent.'",,
http://purl.org/ozo/onz-g#Employee,http://purl.org/ozo/onz-g#Worker,,,,"'Werknemer'",,"'Editorial: Employee is the Role of a Human who works for another Person or Organization and is compensated financially for this labour while the rights and responsibilies are defined in an EmploymentContract.'	'Editorial: Werknemer is de Rol van een Persoon die arbeid verricht voor een ander Persoon of Organisatie in ruil voor een financiële compensatie en waarbij de onderlinge afspraken, rechten en plichten zijn vastgelegd in een Arbeidscontract.'","'http://purl.bioontology.org/ontology/SNOMEDCT/224528001'",
http://purl.org/ozo/onz-g#EmployeeIdentifier,http://purl.org/ozo/onz-g#IdentifierInformationObject,,,,"'WerknemerIdentifier'",,"'Editorial: EmployeeIdentifier is an IdentifierInformationObject that is used to identify some Employee within some situation or context.'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#EmployeeID'",
http://purl.org/ozo/onz-g#Employer,http://purl.org/ozo/onz-g#RelationalRole,,,,"'Werkgever'","'http://purl.bioontology.org/ontology/SNOMEDCT/394571004'","'Editorial: Wergver is de Rol van een Persoon of een Organisatie die werk verschaft aan een Persoon en daarvoor financiele compensatie geeft waarbij de onderlinge rechten en plichten zijn vastgelegd in een Arbeidscontract.'	'Editorial: Employer is the Role of a Human or Organization who provides labour to another Person and gives a financial compensation for this labour while the mutual rights and responsibilies are defined in an EmploymentContract.'",,
http://purl.org/ozo/onz-g#EmploymentAgency,http://purl.org/ozo/onz-g#Business,,,,"'Uitzendbureau'",,"'Editorial: Uitzendbureau is een Bedrijf dat bemiddelt tussen Personen die (tijdelijk) werk zoeken en Bedrijven en Organisaties die Personen nodig hebben voor het uitvoeren van bepaalde werkzaamheden of een specifieke taak.'	'Editorial: EmploymentAgency is a Business that mediates between Persons looking for a (temporary) job and Businesses and Organizations that need Persons to carry out some task.'",,
http://purl.org/ozo/onz-g#Endurant,http://purl.org/ozo/onz-g#SpatioTemporalParticular,,,,"'Endurant'	'Endurant'",,"'dolce: The main characteristic of endurants is that all of them are independent essential wholes. This does not mean that the corresponding property (being an endurant) carries proper unity, since there is  no common unity criterion for endurants. Endurants can 'genuinely' change in time,  in the sense that the very same endurant as a whole can have incompatible properties at different times. To see this, suppose that an endurant - say 'this paper' - has a  property at a time t 'it's white', and a different, incompatible property at time t'  'it's yellow': in both cases we refer to the whole object, without picking up any  particular part of it. Within endurants, we distinguish between physical and non-physical  endurants, according to whether they have direct spatial qualities.'","'http://www.loa-cnr.it/ontologies/DOLCE-Lite.owl#endurant'",
http://purl.org/ozo/onz-g#EngineeringComponent,http://purl.org/ozo/onz-g#Artifact,,,"'For this version of the ontology, we do not further extend this class with an elaborated hierarchy. The few subclasses currently defined, consist of the concepts necessary for patient safety and quality of care in Dutch Nursing Homes.'	'The difference between Device and EngineeringComponent is that instances of EngineeringComponent can not function or have a limited functionality if not applied to some Device. For instance, a wheel will not function unless applied to some bike or car. In other words: EngineeringComponents make up a Device.

Note however, that some Devices may consist of other Devices and can considered to be a onz-g:Collection (e.g. a sprinkler system or a video surveillance system). Also, some Devices may not have any EngineeringComponents but consist of parts (e.g. a comb or a spoon).

Also note that instances of EngineeringComponent have their own Identity and Unity criteria (+I, +U), meaning that substances (-U) should and can NOT be modeled as EngineeringComponent. For substances like 'gold', 'clay' and 'water', we refer to onz-g:Substance.'","'EngineeringComponent'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#EngineeringComponent'","'Editorial: EngineeringComponent is een Artefact dat gebruikt wordt als een functioneel onderdeel van een Hulpmiddel.'	'Editorial: EngineeringComponent is an Artifact that serves as a component of some Device.'",,
http://purl.org/ozo/onz-g#ErroneousTherapeuticIntervention,http://purl.org/ozo/onz-g#TherapeuticIntervention,,,"'Note that ErroneousTherapeuticInterventions are restricted to those events that involve errors in some task or procedure carried out on some PatientInCare. For other errors that can be associated with patient safety, see  onz-g:ErroneousAdministrativeContentDevelopment for administrative errors and onz-g:ErroneousDispenseOfMedicalSubstance for dispensing errors.'	'The onz-g allows to label ErroneousTherapeuticInterventions additionally as CalamityEvent or IncidentEvent, if desired. We deliberately do not describe what e.g. 'medication error' should or should not be considered an IncidentEvent as this fully depends on context and may change due to legislation and agreement shifts within the Care Domain.'","'MedischeFout'",,"'Editorial: ErroneousTherapeuticIntervention is the subclass of TherapeuticIntervention where some Caregiver makes some unintended error while carrying out some therapeutic task or procedure on a PatientInCare.'","'http://purl.bioontology.org/ontology/SNOMEDCT/269691005'",
http://purl.org/ozo/onz-g#EventivePerdurant,http://purl.org/ozo/onz-g#Perdurant,,,"'Also see the definitions and explantion provided for the class onz-g:Perdurant.'	'Note that from a Natural Language point of view, EventivePerdurants can expressed as nouns (arrival) and verbs (arrive). EventivePerdurants do rarely or perhaps never take the form of an adjective, at least not in English and Dutch.'","'EventievePerdurant'",,"'Editorial: An EventivePerdurant is a Perdurant that is cumulative and intrinsically implies some change in the world/state of affairs.'","'http://www.loa-cnr.it/ontologies/DOLCE-Lite.owl#event'",
http://purl.org/ozo/onz-g#ExpenseAccount,http://purl.org/ozo/onz-g#FinancialDocument,,,,"'DeclaratieDocument'",,"'Editorial: Declaratie is een fysiek of digitaal document waarin de verschuldigde kosten wegens geleverde goederen, diensten of werkzaamheden staan beschreven.'",,
http://purl.org/ozo/onz-g#FamilyGroup,http://purl.org/ozo/onz-g#GroupOfHumans,,,,"'FamilieGroep'","'http://purl.bioontology.org/ontology/SNOMEDCT/235359004'","'Editorial: FamilieGroep is een groep mensen waarvan de leden aan elkaar gerelateerd zijn door verwantschap, adoptie of een verbintenis zoals huwelijk en (geregistreerd) partnerschap.'	'Editorial: FamilyGroup is a GroupOfHumans whose members bear relations to one another through kinship, adoption, marriage or partnerships.'",,
http://purl.org/ozo/onz-g#FemaleSex,http://purl.org/ozo/onz-g#BiologicalSex,,,,"'VrouwelijkGeslacht'","'http://purl.bioontology.org/ontology/SNOMEDCT/248152002'","'FemaleSex is a Quality that inheres in Organisms and expresses the female biological sex of some Organism.'",,
http://purl.org/ozo/onz-g#FinancialAccount,http://purl.org/ozo/onz-g#Account,,,,"'FinancieelAccount'",,"'sumo: 'A formal banking, brokerage, or business account established to provide for regular services, dealings, and other financial transactions.''","'http://www.ontologyportal.org/translations/SUMO.owl.txt#FinancialAccount'",
http://purl.org/ozo/onz-g#FinancialAdministrativeObject,http://purl.org/ozo/onz-g#AdministrativeInformationObject,,,"'Note that subclasses of this class may not by definition represent concepts but also financial-administrative constructs that are merely needed to label administrative data.'","'FinancieelAdministratiefObject'",,"'FinancialAdministrativeInformationObject is an AdministrativeInformationObject  that expresses (uniformized) conceptions as they function specifically and exclusively in the financial administrative realm.'",,
http://purl.org/ozo/onz-g#FinancialBill,http://purl.org/ozo/onz-g#FinancialDocument,,,,"'Factuur'",,"'Editorial: FinancialBill is a FinancialDocument that contains an itemized statement of money owed for goods shipped or services rendered.'",,
http://purl.org/ozo/onz-g#FinancialDocument,http://purl.org/ozo/onz-g#Document,,,,"'FysiekFinancieelDocument'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#FinancialInstrument'","'Editorial: FinancialDocument is a document that describes (some aspect of) a monetary transaction.'	'Editorial: FinancieelDocument is een Document waarin (aspecten van) een financiele transactie worden beschreven.'",,
http://purl.org/ozo/onz-g#FinancialEntity,http://purl.org/ozo/onz-g#NonPhysicalEndurant,,,"'Note that FinancialEntity denotes some quantity of money as a whole; for representing the actual value of the FinancialEntity we refer to: onz-g:FinancialValue.'	'Note that 'coins' and 'bank notes' are Artifacts (ContentBearingObjects) representing a fixed value that is stated on the Artifact itself.'","'FinancieleEntiteit'",,"'Editorial: FinancialEntity is a NonPhysicalEndurant that represents some quantity of money considered as a whole at some point in time and/or during some exchange, e.g. during a FinancialTransaction.'",,
http://purl.org/ozo/onz-g#FinancialInformationObject,http://purl.org/ozo/onz-g#InformationObject,,,"'For physical objects that carry financial information, such as a 'bank statement' or 'the bill you receive in a restaurant', we refer to onz-g:FinancialDocument.'","'FinancieelInformatieObject'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#FinancialText'","'Editorial: FinancialInformationObject is any unit of information that describes and/or transmits financial facts or statements.'",,
http://purl.org/ozo/onz-g#FinancialPeriod,http://purl.org/ozo/onz-g#ProperPeriod,,,,,"'FinanciëlePeriode'","'Editorial: FinancialPeriod is the subclass of ProperPeriod that captures all proper time intervals associated with finance and economics such as a 'fiscal year'.'",,
http://purl.org/ozo/onz-g#FinancialReport,http://purl.org/ozo/onz-g#Report,,,"'Volgens de Nederlandse wetgeving dient een Jaarrapport te bestaan uit een balans, een winst-en-verliesrekening en een toelichting op beide. 

Zie ook: Boek 2 van het Burgelijk Wetboek, artikel 391.'","'Jaarrekening'",,"'Editorial: Jaarrekening is een Rapport waarin een overzicht van de financiële situatie van een Organisatie wordt gegeven en toegelicht over het afgelopen jaar.'	'Editorial: FinancialReport is a formal Report that describes the financial activities and position of a business during the preceding year.'",,
http://purl.org/ozo/onz-g#FinancialTransaction,http://purl.org/ozo/onz-g#ChangeOfPossession,,,"'In case the onz-g needs to be extended with financial events, we refer to the notes provided for onz-g:Getting.'","'FinancieleTransactieGebeurtenis'",,"'Editorial: FinancialTransaction is the subclass of ChangeOfPossession where some FinancialAsset is exchanged between two Agents, often as compensation for the value of some Object that changes of ownership.'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#FinancialTransaction'",
http://purl.org/ozo/onz-g#FinancialValue,http://purl.org/ozo/onz-g#AbstractValue,,,"'Dus: een 'budget' (FinancialEntity) heeft een omvang/waarde (FinancialValueQuality) namelijk een 'waarde' (FinancialValue ) van '1 miljoen' (datatype), uitgedrukt in bijvoorbeeld 'Euro' (instance van UnitOfCurrency).'","'FinancieleWaarde'",,"'Editorial: FinancialValue is an AbstractValue that captures the e.g. monetary/economic/financial value of some Endurant.'",,
http://purl.org/ozo/onz-g#FinancialValueQuality,http://purl.org/ozo/onz-g#AbstractQuality,,,"'Note the difference with e.g. QuantitativeMeasurementQuality that is an intrinsic quality of some PhysicalEndurant. No Endurant has an intrinsic economic value or worth, hence this quality is considered as an AbstractQuality.

Therefore, in the case that someone want to know 'how much money there is', one may ask for: 
a.) the amount of e.g. coins and banknotes: to be modeled with ContentBearingObject and QuantitativeMeasurementQuality, or
b.) the value of some financial entity (e.g. a deposit, a budget): to be modeled with FinancialEntity and FinancialValueQuality.'	'Dus: 
een 'budget' (FinancialEntity) heeft een 'financiele omvang/waarde' (FinancialValueQuality) namelijk een waarde (FinancialValue ) van '1 miljoen' (datatype), uitgedrukt in bijvoorbeeld 'Euro' (instance van UnitOfCurrency).

Ook zo: 
een 'rolllator' (PhysicalEndurant) heeft een 'financiele omvang/waarde' (FinancialValueQuality), namelijk een bepaalde 'waarde' (FinancialValue) van '600', uitgedrukt in bijvoorbeeld 'Dollar' (instance van UnitOfCurrency).'","'FinancieleWaardeEigenschap'",,"'Editorial: FinancialValueQuality is an AbstractQuality that characterizes the amount, value or price of some FinancialEntity or PhysicalEndurant.'",,
http://purl.org/ozo/onz-g#FixedCollection,http://purl.org/ozo/onz-g#Collection,,,"'Examples may include: twins, our solar system, an octave (music), an archipelago such as the Wadden Sea Islands.'","'VasteGroepOfCollectie'",,"'Editorial: FixedCollection is a Collection that carries an extensional Identity criterion, meaning that the Identity of the Collection can only be defined by its members.  I.e.: members can not move in our out of the Collection without changing the Identity.'","'http://purl.org/nemo/gufo#FixedCollection'",
http://purl.org/ozo/onz-g#FoodRole,http://purl.org/ozo/onz-g#AbstractRole,,,"'We consider Food to be a Role of some PhysicalObjects as no instance is necessarily and intrinsically Food. What can be considered Food is culturally dependent; typical examples are 'insects', 'dog meat' and 'whale meat'.'","'VoedselRol'","'http://purl.bioontology.org/ontology/SNOMEDCT/255620007'	'http://www.ontologyportal.org/translations/SUMO.owl.txt#Food'","'Editorial: FoodRole is a role played by some PhysicalObjects that contain nutrients, such as carbohydrates, proteins, and fats, and that that can be ingested by some Human and metabolized into energy and body tissue.'",,
http://purl.org/ozo/onz-g#FormalIdentifier,http://purl.org/ozo/onz-g#IdentifierInformationObject,,,,"'FormeleIdentifier'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#Identifier'","'Editorial: FormalIdentifier is a (mandatory) IdentifierInformationObject issued by some GovernmentOrganization under the ruling of some legislation.'",,
http://purl.org/ozo/onz-g#FreedomRestrictionEvent,http://purl.org/ozo/onz-g#SocialInteractionEvent,,,"'Note that onz-g also has a class for instantiating Objects and Substances that as a secondary function have a freedom restrictive function. See: onz-g:FreedomRestrictionRole.

For Objects that restrict the freedom  of some PatientInCare as their primary function, see: onz-g:PhysicalRestraintDevice.'","'VrijheidsbeperkendeGebeurtenis'",,"'Editorial: FreedomRestrictionEvent is a SocialInteractionEvent that is carried out by some Caregiver in order to restrict the freedom of some PersonInCare with the intention to protect this Person and/or others for injuries and damage to personal health.'","'http://purl.bioontology.org/ontology/SNOMEDCT/225317005'",
http://purl.org/ozo/onz-g#FreedomRestrictionRole,http://purl.org/ozo/onz-g#AbstractRole,,,"'Examples of PhysicalObjects and Substances that may have a secondary role or function as restricting freedom of some PatientInCare are onz-g:Bedrail, onz-g:WheelchairTable and onz-g:SafetyBelt. Note that onz-g also includes classes for medical substances that may be applied in this role. For this, we refer to onz-g:TherapeuticSubstance and its subclasses.'	'For Artifacts, that is concrete and man-made objects, which primary function is to restrain some Person, we refer to onz-g:PhysicalRestraintDevice. This class is specialized into e.g. onz-g:LimbAndTorsoRestraint and onz-g:TrunkRestraint.'","'VrijheidBeperkendeRolOfFunctie'",,"'Editorial: FreedomRestrictionRole is the role assigned to some PhysicalObject or Substance that as a secundary function may be used to intentionally restrict the freedom of some Person in order to protect this Person and/or others for injuries and damage to personal health.'",,
http://purl.org/ozo/onz-g#Freelancer,http://purl.org/ozo/onz-g#Worker,,,,"'Freelancer'",,"'Editorial: Freelancer is the Role of some Human who is self-employed and sells his services to several employers without being committed to these employers on the long term.'	'Editorial: ZZP is de rol van een persoon waarbij iemand werkt voor verschillende opdrachtgevers, zonder dat er sprake is van een dienstverband.'",,
http://purl.org/ozo/onz-g#Friend,http://purl.org/ozo/onz-g#RelationalRole,,,,"'VriendOfVriendin'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#friend'","'Editorial: Friend is the Role of some Human and corresponds to the connection someone has to another Human where both share some mutual care and concern and some common interests.'","'http://purl.bioontology.org/ontology/SNOMEDCT/113163005'",
http://purl.org/ozo/onz-g#Fungus,http://purl.org/ozo/onz-g#Organism,,,,"'Schimmel'","'http://purl.bioontology.org/ontology/SNOMEDCT/414561005'","'Editorial: Fungus is a one or multicellular Organism that lacks chlorophyll and obtains the energy to exist and grow from organic Substances.'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#Fungus'",
http://purl.org/ozo/onz-g#GenderIdentity,http://purl.org/ozo/onz-g#BiologicalQuality,,,,"'GenderIdentiteit'","'http://purl.bioontology.org/ontology/SNOMEDCT/263495000'","'GenderIdentity is a BiologicalQuality that characterizes as to what gender some Human identifies with.'",,
http://purl.org/ozo/onz-g#GenderIdentityValue,http://purl.org/ozo/onz-g#BiologicalValue,,,"'Note that that this class is for values for possible gender identities; for the biological sex that is inherent to some Organism, inlcuding Humans, we refer to the Quality onz-g:BiologicalSex.'","'GenderIdentiteitsWaarde'","'http://purl.bioontology.org/ontology/SNOMEDCT/365873007'","'Editorial: Instances of GenderIdentityValue express the values for the gender some Human identifies himself with such as 'agender' and 'genderfluid'.'",,
http://purl.org/ozo/onz-g#GeneralPhysician,http://purl.org/ozo/onz-g#MedicalDoctor,,,,"'Huisarts'",,"'Wikipedia: GeneralPhysician ia a MedicalDoctor who treats acute and chronic illnesses in Humans and provides preventive care and health education.'","'http://purl.bioontology.org/ontology/SNOMEDCT/59058001'",
http://purl.org/ozo/onz-g#GeographicArea,http://purl.org/ozo/onz-g#Area,,,,"'GeografischGebied'",,"'Editorial: GeografischGebied is een Gebied met een vastomlijnde grens.'	'Editorial: GeographicArea is a geographic PhysicalObject with definite boundaries.'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#GeographicArea'	'http://purl.bioontology.org/ontology/SNOMEDCT/223496003'",
http://purl.org/ozo/onz-g#GeographicQuality,http://purl.org/ozo/onz-g#SpatialQuality,,,"'Note that this Quality is for modeling the position of some PhysicalEndurant   with Quality region pattern to some GeographicValue, i.e. in order o state that some city/bridge/organization/event has a Geographic Quality, specified by any range of GeographicValues such as long/lat coordinates, location names such as 'Amsterdam', etc.'","'GeografischeEigenschap'",,"'Editorial: GeographicQuality is a SpatialQuality that inheres in some PhysicalEndurant or Perdurant and characterizes the location of some entity in some geographic space.'",,
http://purl.org/ozo/onz-g#GeographicValue,http://purl.org/ozo/onz-g#SpatialValue,,,"'For a shared rdf vocabulary for geographical locations, we refer to: https://www.geonames.org.'","'GeografischePlaatsWaarde'",,"'Editorial: Instances of GeographicValue are SpatialValues that describe the geographical location of some entity such as 'France', 'Amsterdam' and '48.764400, -1.571040'.'",,
http://purl.org/ozo/onz-g#GeopoliticalArea,http://purl.org/ozo/onz-g#GeographicArea,,,,"'GeoPolitiekGebied'","'http://purl.bioontology.org/ontology/SNOMEDCT/223496003'","'Editorial: GeopoliticalArea is a GeographicArea that is associated with some governmental structure and/or jurisdiction.'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#GeopoliticalArea'",
http://purl.org/ozo/onz-g#Geriatrician,http://purl.org/ozo/onz-g#MedicalDoctor,,,,"'Geriater'",,"'Editorial: Geriatrician is a MedicalDoctor who promotes health in older Humans by preventing and treating diseases and disabilities.'","'http://purl.bioontology.org/ontology/SNOMEDCT/90655003'",
http://purl.org/ozo/onz-g#Getting,http://purl.org/ozo/onz-g#ChangeOfPossession,,,"'Note that Getting and Giving are subclasses of ChangeOfPossession where some Object changes of ownership. As such, getting some illness, physical appearance or other attributes should not be labeled with onz-g:Getting.

As an example:
'getting measles, getting a beard, getting a feeling' are light verb + noun combinations that point to some attribute coming into existence, not a ChangeOfPossession.'	'Note that Getting and Giving are basically two sides of the same coin due to a change of perspective on either the receiver or the giver. This also holds for e.g. Buying and Selling.

In other words: there is basically one event that can be labeled as a Giving event if the perspective of the giver is taken into account, while the same event will be labeled as a Getting event from the perspective of the receiver.

As an example, see how these two sentences express the same event:

'Yesterday, John received a grey sweater from Mary' 
vs
'Yesterday, Mary gave a grey sweater to John'.

In other words: if two specific event graphs need to be compared on their unicity it should be noted that the labeling can not be decisive in case of perspectivized event labels such as Buying/Selling and Getting/Giving.'","'KrijgGebeurtenis'",,"'Editorial: Getting is the subclass of ChangeOfPossession where someone is handed over the possession and/or usage of some object.'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#Getting'",
http://purl.org/ozo/onz-g#Giving,http://purl.org/ozo/onz-g#ChangeOfPossession,,,"'See the notes provided for the class onz-g:Getting.'","'GeefGebeurtenis'",,"'Editorial: Giving is the subclass of ChangeOfPossession where someone hands the possession and/or control of something over to someone else.'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#Giving'",
http://purl.org/ozo/onz-g#GovernmentOrganization,http://purl.org/ozo/onz-g#Organization,,,"'Voor Nederland: de term 'Overheid' kan betrekking hebben op elke Organisatie die het hoogst bevoegde en uitvoerende gezag heeft over een bepaald fysiek gebied (provincie, gemeente, land, bisdom, diocees) of een maatschappelijk domein (bijvoorbeeld: Zorg en Welzijn). Daarmee is 'Overheid' een verzamelterm voor alle Organisaties die op enig niveau en onderwerp 'hoogst bevoegde gezag' hebben. Daarnaast wordt 'Overheid' in het dagelijks taalgebruik ook geassocieerd met Organisaties die diensten uitvoeren voor of namens een BestuurlijkeOverheidsOrganisatie

Voor onz-g is nu de klasse BestuurlijkeOverheidsOrganisatie opgenomen voor die OverheidsOrganisaties die bestuurlijk gezag hebben en voor hun samenstelling direct (bijv. Gemeenteraad) of indirect (Provinciale Staten) beinvloed worden door democratische processen zoals verkiezingen. 

Voor overige Organisaties die geassocieerd worden met de term 'Overheid', maar geen uitvoerend gezag hebben op basis van een democratisch proces zoals een verkiezing, verwijzen we naar onz-g:PubliekeDienstOrganisatie.'","'BestuurlijkeOverheidsOrganisatie'",,"'Editorial: GovernmentOrganization is an official Organization that is concerned with the government of a GeopoliticalArea at some level.'	'Editorial: BestuurlijkeOverheidsorganisatie is een Organisatie die, op enig niveau, een GeopolitiekGebied bestuurt.'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#GovernmentOrganization'",
http://purl.org/ozo/onz-g#GroupOfHumans,http://purl.org/ozo/onz-g#VariableCollection,,,,"'GroepMensen'","'http://purl.bioontology.org/ontology/SNOMEDCT/389109008'","'Editorial: GroupOfHumans is a VariableCollection whose members are exclusively Humans.'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#GroupOfPeople'",
